Domain;Kingdom;Filum;Class;Organism;Organism Full Name;Year;Source
Eukaryotes;Plants;Eudicots;Rue family;cic;Citrus clementina (mandarin orange);;RefSeq
Eukaryotes;Plants;Eudicots;Mallow family;tcc;Theobroma cacao (cacao);;RefSeq
Eukaryotes;Plants;Eudicots;Mallow family;gra;Gossypium raimondii;;RefSeq
Eukaryotes;Plants;Eudicots;Mallow family;ghi;Gossypium hirsutum (upland cotton);;RefSeq
Eukaryotes;Plants;Eudicots;Mallow family;gab;Gossypium arboreum;;RefSeq
Eukaryotes;Plants;Eudicots;Mallow family;dzi;Durio zibethinus (durian);;RefSeq
Eukaryotes;Plants;Eudicots;Myrtle family;egr;Eucalyptus grandis (rose gum);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;gmx;Glycine max (soybean);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;gsj;Glycine soja (wild soybean);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;pvu;Phaseolus vulgaris (common bean);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;vra;Vigna radiata (mung bean);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;var;Vigna angularis (adzuki bean);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;vun;Vigna unguiculata (cowpea);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;ccaj;Cajanus cajan (pigeon pea);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;mtr;Medicago truncatula (barrel medic);;GenBank
Eukaryotes;Plants;Eudicots;Pea family;cam;Cicer arietinum (chickpea);;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;lja;Lotus japonicus;;Kazusa
Eukaryotes;Plants;Eudicots;Pea family;adu;Arachis duranensis;;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;aip;Arachis ipaensis;;RefSeq
Eukaryotes;Plants;Eudicots;Pea family;lang;Lupinus angustifolius (narrow-leaved blue lupine);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;fve;Fragaria vesca (woodland strawberry);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;rcn;Rosa chinensis (China rose);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;pper;Prunus persica (peach);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;pmum;Prunus mume (Japanese apricot);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;pavi;Prunus avium (sweet cherry);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;mdm;Malus domestica (apple);;RefSeq
Eukaryotes;Plants;Eudicots;Rose family;pxb;Pyrus x bretschneideri (Chinese white pear);;RefSeq
Eukaryotes;Plants;Eudicots;Buckthorn family;zju;Ziziphus jujuba (Chinese jujube);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;csv;Cucumis sativus (cucumber);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;cmo;Cucumis melo (muskmelon);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;bhj;Benincasa hispida (wax gourd);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;mcha;Momordica charantia (bitter melon);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;cmax;Cucurbita maxima (winter squash);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;cmos;Cucurbita moschata (crookneck pumpkin);;RefSeq
Eukaryotes;Plants;Eudicots;Cucumber family;cpep;Cucurbita pepo subsp. pepo (vegetable marrow);;RefSeq
Eukaryotes;Plants;Eudicots;Spurge family;rcu;Ricinus communis (castor bean);;RefSeq
Eukaryotes;Plants;Eudicots;Spurge family;jcu;Jatropha curcas;;RefSeq
Eukaryotes;Plants;Eudicots;Spurge family;hbr;Hevea brasiliensis (rubber tree);;RefSeq
Eukaryotes;Plants;Eudicots;Spurge family;mesc;Manihot esculenta (cassava);;RefSeq
Eukaryotes;Plants;Eudicots;Willow family;pop;Populus trichocarpa (black cottonwood);;RefSeq
Eukaryotes;Plants;Eudicots;Willow family;peu;Populus euphratica (Euphrates poplar);;RefSeq
Eukaryotes;Plants;Eudicots;Walnut family;jre;Juglans regia (English walnut);;RefSeq
Eukaryotes;Plants;Eudicots;Beech family;qsu;Quercus suber (cork oak);;RefSeq
Eukaryotes;Plants;Eudicots;Bittersweet family;twl;Tripterygium wilfordii;;RefSeq
Eukaryotes;Plants;Eudicots;Grape family;vvi;Vitis vinifera (wine grape);;RefSeq
Eukaryotes;Plants;Eudicots;Grape family;vri;Vitis riparia (riverbank grape);;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;sly;Solanum lycopersicum (tomato);;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;spen;Solanum pennellii;;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;sot;Solanum tuberosum (potato);;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;cann;Capsicum annuum;;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;nta;Nicotiana tabacum (common tobacco);;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;nsy;Nicotiana sylvestris;;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;nto;Nicotiana tomentosiformis;;RefSeq
Eukaryotes;Plants;Eudicots;Nightshade family;nau;Nicotiana attenuata;;RefSeq
Eukaryotes;Plants;Eudicots;Morning-glory family;ini;Ipomoea nil (Japanese morning glory);;RefSeq
Eukaryotes;Plants;Eudicots;Sesame family;sind;Sesamum indicum (sesame);;RefSeq
Eukaryotes;Plants;Eudicots;Olive family;oeu;Olea europaea var. sylvestris (wild olive);;RefSeq
Eukaryotes;Plants;Eudicots;Daisy family;han;Helianthus annuus (common sunflower);;RefSeq
Eukaryotes;Plants;Eudicots;Daisy family;lsv;Lactuca sativa (garden lettuce);;RefSeq
Eukaryotes;Plants;Eudicots;Daisy family;ccav;Cynara cardunculus var. scolymus (artichoke);;RefSeq
Eukaryotes;Plants;Eudicots;Parsley family;dcr;Daucus carota (carrot);;RefSeq
Eukaryotes;Plants;Eudicots;Amaranth family;bvg;Beta vulgaris (sugar beet);;RefSeq
Eukaryotes;Plants;Eudicots;Amaranth family;soe;Spinacia oleracea (spinach);;RefSeq
Eukaryotes;Plants;Eudicots;Amaranth family;cqi;Chenopodium quinoa (quinoa);;RefSeq
Eukaryotes;Plants;Eudicots;Lotus family;nnu;Nelumbo nucifera (sacred lotus);;RefSeq
Eukaryotes;Plants;Eudicots;Poppy family;psom;Papaver somniferum (opium poppy);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;osa;Oryza sativa japonica (Japanese rice) (RefSeq);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;dosa;Oryza sativa japonica (Japanese rice) (RAPDB);;RAP-DB
Eukaryotes;Plants;Monocots;Grass family;obr;Oryza brachyantha (malo sina);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;bdi;Brachypodium distachyon;;RefSeq
Eukaryotes;Plants;Monocots;Grass family;ats;Aegilops tauschii (wheat D);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;tdc;Triticum dicoccoides (wild emmer wheat);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;sbi;Sorghum bicolor (sorghum);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;zma;Zea mays (maize);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;sita;Setaria italica (foxtail millet);;RefSeq
Eukaryotes;Plants;Monocots;Grass family;pvir;Panicum virgatum (switchgrass);;RefSeq
Eukaryotes;Plants;Monocots;Palm family;pda;Phoenix dactylifera (date palm);;RefSeq
Eukaryotes;Plants;Monocots;Palm family;egu;Elaeis guineensis (African oil palm);;RefSeq
Eukaryotes;Plants;Monocots;Banana family;mus;Musa acuminata (wild Malaysian banana);;RefSeq
Eukaryotes;Plants;Monocots;Orchid family;dct;Dendrobium catenatum;;RefSeq
Eukaryotes;Plants;Monocots;Orchid family;peq;Phalaenopsis equestris;;RefSeq
Eukaryotes;Plants;Monocots;Asparagus family;aof;Asparagus officinalis (garden asparagus);;RefSeq
Eukaryotes;Plants;Basal Magnoliophyta;Amborella family;atr;Amborella trichopoda;;RefSeq
Eukaryotes;Plants;Ferns;;smo;Selaginella moellendorffii;;RefSeq
Eukaryotes;Plants;Mosses;;ppp;Physcomitrium patens;;RefSeq
Eukaryotes;Plants;Green algae;;cre;Chlamydomonas reinhardtii;;RefSeq
Eukaryotes;Plants;Green algae;;vcn;Volvox carteri f. nagariensis;;RefSeq
Eukaryotes;Plants;Green algae;;mng;Monoraphidium neglectum;;RefSeq
Eukaryotes;Plants;Green algae;;csl;Coccomyxa subellipsoidea;;RefSeq
Eukaryotes;Plants;Green algae;;cvr;Chlorella variabilis;;RefSeq
Eukaryotes;Plants;Green algae;;apro;Auxenochlorella protothecoides;;RefSeq
Eukaryotes;Plants;Green algae;;olu;Ostreococcus lucimarinus;;RefSeq
Eukaryotes;Plants;Green algae;;ota;Ostreococcus tauri;;RefSeq
Eukaryotes;Plants;Green algae;;bpg;Bathycoccus prasinos;;RefSeq
Eukaryotes;Plants;Green algae;;mis;Micromonas commoda;;RefSeq
Eukaryotes;Plants;Green algae;;mpp;Micromonas pusilla;;RefSeq
Eukaryotes;Plants;Red algae;;cme;Cyanidioschyzon merolae;;RefSeq
Eukaryotes;Plants;Red algae;;gsl;Galdieria sulphuraria;;RefSeq
Eukaryotes;Plants;Red algae;;ccp;Chondrus crispus (carragheen);;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;sce;Saccharomyces cerevisiae (budding yeast);;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;ago;Ashbya gossypii (Eremothecium gossypii);;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;erc;Eremothecium cymbalariae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;kla;Kluyveromyces lactis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;kmx;Kluyveromyces marxianus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;lth;Lachancea thermotolerans;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;vpo;Vanderwaltozyma polyspora;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;zro;Zygosaccharomyces rouxii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;cgr;Candida glabrata;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;ncs;Naumovozyma castellii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;ndi;Naumovozyma dairenensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;tpf;Tetrapisispora phaffii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;tbl;Tetrapisispora blattae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;tdl;Torulaspora delbrueckii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;tgb;Torulaspora globosa;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;kaf;Kazachstania africana;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;zmk;Zygotorulaspora mrakii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;ppa;Komagataella phaffii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;dha;Debaryomyces hansenii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;pic;Scheffersomyces stipitis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;pgu;Meyerozyma guilliermondii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;spaa;Spathaspora passalidarum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;lel;Lodderomyces elongisporus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;cal;Candida albicans;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;ctp;Candida tropicalis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;cot;Candida orthopsilosis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;cdu;Candida dubliniensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;cten;Yamadazyma tenuis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;yli;Yarrowia lipolytica;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;clu;Clavispora lusitaniae ATCC 42720;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;clus;Clavispora lusitaniae CBS 6936;;GenBank
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;caur;Candida auris;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;slb;Sugiyamaella lignohabitans;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;pkz;Pichia kudriavzevii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;bnn;Brettanomyces nanus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Saccharomycetes;bbrx;Brettanomyces bruxellensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;ncr;Neurospora crassa;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;nte;Neurospora tetrasperma;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;smp;Sordaria macrospora;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;pan;Podospora anserina;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;ttt;Thermothielavioides terrestris;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;mtm;Thermothelomyces thermophilus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;cthr;Chaetomium thermophilum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;mgr;Pyricularia oryzae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;tmn;Phaeoacremonium minimum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;ssck;Sporothrix schenckii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;fgr;Fusarium graminearum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;fpu;Fusarium pseudograminearum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;fvr;Fusarium verticillioides;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;fox;Fusarium oxysporum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;nhe;Fusarium vanettenii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;tre;Trichoderma reesei QM6a;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;trr;Trichoderma reesei RUT C-30;;GenBank
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;maw;Metarhizium acridum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;maj;Metarhizium robertsii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;cmt;Cordyceps militaris;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;plj;Purpureocillium lilacinum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;val;Verticillium alfalfae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;vda;Verticillium dahliae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;cfj;Colletotrichum fioriniae;;GenBank
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;sapo;Scedosporium apiospermum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;ela;Eutypa lata;;GenBank
Eukaryotes;Fungi;Ascomycetes;Sordariomycetes;pfy;Pestalotiopsis fici;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Leotiomycetes;ssl;Sclerotinia sclerotiorum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Leotiomycetes;bfu;Botrytis cinerea;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Leotiomycetes;mbe;Marssonina brunnea;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Leotiomycetes;psco;Mollisia scopiformis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Leotiomycetes;glz;Glarea lozoyensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;ani;Aspergillus nidulans;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;afm;Aspergillus fumigatus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;act;Aspergillus clavatus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;nfi;Aspergillus fischeri;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;aor;Aspergillus oryzae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;ang;Aspergillus niger;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;afv;Aspergillus flavus;;GenBank
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;pcs;Penicillium rubens;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;pdp;Penicillium digitatum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;tmf;Talaromyces marneffei;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;trg;Talaromyces rugulosus;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;cim;Coccidioides immitis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;cpw;Coccidioides posadasii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;pbl;Paracoccidioides lutzii Pb01;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;pbn;Paracoccidioides brasiliensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;ure;Uncinocarpus reesii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;abe;Trichophyton benhamiae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;tve;Trichophyton verrucosum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;aje;Histoplasma capsulatum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Eurotiomycetes;bgh;Blastomyces gilchristii;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;pno;Parastagonospora nodorum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;pte;Pyrenophora teres;;GenBank
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;bze;Bipolaris zeicola;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;bsc;Bipolaris sorokiniana;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;bor;Bipolaris oryzae;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;aalt;Alternaria alternata;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;ztr;Zymoseptoria tritici;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;pfj;Pseudocercospora fijiensis;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;bcom;Baudoinia panamericana;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Dothideomycetes;npa;Neofusicoccum parvum;;GenBank
Eukaryotes;Fungi;Ascomycetes;Pezizomycetes;tml;Tuber melanosporum;;RefSeq
Eukaryotes;Fungi;Ascomycetes;Schizosaccharomycetes;spo;Schizosaccharomyces pombe (fission yeast);;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;cne;Cryptococcus neoformans var. neoformans JEC21;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;cnb;Cryptococcus neoformans var. neoformans B-3501A;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;cgi;Cryptococcus gattii;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;tms;Tremella mesenterica;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;tasa;Trichosporon asahii var. asahii;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;ppl;Postia placenta;;GenBank
Eukaryotes;Fungi;Basidiomycetes;;tvs;Trametes versicolor;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;dsq;Dichomitus squalens;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;pco;Phanerochaete carnosa;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;shs;Stereum hirsutum;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;hir;Heterobasidion irregulare;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;psq;Punctularia strigosozonata;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;adl;Auricularia subglabra;;GenBank
Eukaryotes;Fungi;Basidiomycetes;;fme;Fomitiporia mediterranea;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;gtr;Gloeophyllum trabeum;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;lbc;Laccaria bicolor;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;mpr;Moniliophthora perniciosa;;GenBank
Eukaryotes;Fungi;Basidiomycetes;;mrr;Moniliophthora roreri;;GenBank
Eukaryotes;Fungi;Basidiomycetes;;cci;Coprinopsis cinerea;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;scm;Schizophyllum commune;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;abp;Agaricus bisporus var. burnettii JB137-S8;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;abv;Agaricus bisporus var. bisporus H97;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;cput;Coniophora puteana;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;sla;Serpula lacrymans;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;wse;Wallemia mellicola;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;wic;Wallemia ichthyophaga;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;uma;Ustilago maydis;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;pfp;Anthracocystis flocculosa;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;mgl;Malassezia globosa;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;mrt;Malassezia restricta;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;msym;Malassezia sympodialis;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;pgr;Puccinia graminis;;RefSeq
Eukaryotes;Fungi;Basidiomycetes;;mlr;Melampsora larici-populina;;RefSeq
Eukaryotes;Fungi;Microsporidians;;ecu;Encephalitozoon cuniculi;;RefSeq
Eukaryotes;Fungi;Microsporidians;;ein;Encephalitozoon intestinalis;;RefSeq
Eukaryotes;Fungi;Microsporidians;;ehe;Encephalitozoon hellem;;RefSeq
Eukaryotes;Fungi;Microsporidians;;ero;Encephalitozoon romaleae;;RefSeq
Eukaryotes;Fungi;Microsporidians;;nce;Nosema ceranae;;GenBank
Eukaryotes;Protists;Choanoflagellates;;mbr;Monosiga brevicollis;;RefSeq
Eukaryotes;Protists;Choanoflagellates;;sre;Salpingoeca rosetta;;RefSeq
Eukaryotes;Protists;Amoebozoa;Dictyostelia;ddi;Dictyostelium discoideum (cellular slime mold);;RefSeq
Eukaryotes;Protists;Amoebozoa;Dictyostelia;dpp;Dictyostelium purpureum (cellular slime mold);;RefSeq
Eukaryotes;Protists;Amoebozoa;Dictyostelia;dfa;Cavenderia fasciculata (cellular slime mold);;RefSeq
Eukaryotes;Protists;Amoebozoa;Entamoeba;ehi;Entamoeba histolytica;;RefSeq
Eukaryotes;Protists;Amoebozoa;Entamoeba;edi;Entamoeba dispar;;RefSeq
Eukaryotes;Protists;Amoebozoa;Entamoeba;eiv;Entamoeba invadens;;RefSeq
Eukaryotes;Protists;Amoebozoa;Acanthamoeba;acan;Acanthamoeba castellanii;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pfa;Plasmodium falciparum 3D7;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pfd;Plasmodium falciparum Dd2;;Broad
Eukaryotes;Protists;Alveolates;Apicomplexans;pfh;Plasmodium falciparum HB3;;Broad
Eukaryotes;Protists;Alveolates;Apicomplexans;pyo;Plasmodium yoelii;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pcb;Plasmodium chabaudi;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pbe;Plasmodium berghei;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pkn;Plasmodium knowlesi;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pvx;Plasmodium vivax;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;pcy;Plasmodium cynomolgi;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;tan;Theileria annulata;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;tpv;Theileria parva;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;tot;Theileria orientalis;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;beq;Theileria equi;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;bbo;Babesia bovis;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;bmic;Babesia microti;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;cpv;Cryptosporidium parvum;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;cho;Cryptosporidium hominis;;RefSeq
Eukaryotes;Protists;Alveolates;Apicomplexans;tgo;Toxoplasma gondii;;RefSeq
Eukaryotes;Protists;Alveolates;Ciliates;tet;Tetrahymena thermophila;;RefSeq
Eukaryotes;Protists;Alveolates;Ciliates;ptm;Paramecium tetraurelia;;RefSeq
Eukaryotes;Protists;Alveolates;Dinoflagellates;smin;Breviolum minutum;;OIST
Eukaryotes;Protists;Stramenopiles;Diatoms;pti;Phaeodactylum tricornutum;;RefSeq
Eukaryotes;Protists;Stramenopiles;Diatoms;fcy;Fragilariopsis cylindrus;;GenBank
Eukaryotes;Protists;Stramenopiles;Diatoms;tps;Thalassiosira pseudonana;;RefSeq
Eukaryotes;Protists;Stramenopiles;Eustigmatophytes;ngd;Nannochloropsis gaditana;;RefSeq
Eukaryotes;Protists;Stramenopiles;Pelagophytes;aaf;Aureococcus anophagefferens;;RefSeq
Eukaryotes;Protists;Stramenopiles;Oomycetes;pif;Phytophthora infestans;;RefSeq
Eukaryotes;Protists;Stramenopiles;Oomycetes;psoj;Phytophthora sojae;;RefSeq
Eukaryotes;Protists;Stramenopiles;Oomycetes;spar;Saprolegnia parasitica;;RefSeq
